word,pinyin,english,level,language
专程,zhuān chéng,special-purpose trip,HSK6,1
专科,zhuān kē,specialized subject,HSK6,1
专利,zhuān lì,patent,HSK6,1
专题,zhuān tí,special topic,HSK6,1
砖瓦,zhuān wǎ,tiles and bricks,HSK6,1
转达,zhuǎn dá,to pass on,HSK6,1
转让,zhuǎn ràng,transfer (technology,HSK6,1
转移,zhuǎn yí,to shift,HSK6,1
转折,zhuǎn zhé,shift in the trend of events,HSK6,1
传记,zhuàn jì,biography,HSK6,1
装备,zhuāng bèi,equipment,HSK6,1
装卸,zhuāng xiè,to load or unload,HSK6,1
庄严,zhuāng yán,stately,HSK6,1
庄重,zhuāng zhòng,grave,HSK6,1
幢,zhuàng,classifier for buildings,HSK6,1
壮观,zhuàng guān,spectacular,HSK6,1
壮丽,zhuàng lì,magnificence,HSK6,1
壮烈,zhuàng liè,brave,HSK6,1
追悼,zhuī dào,to mourn,HSK6,1
追究,zhuī jiū,to investigate,HSK6,1
准则,zhǔn zé,norm,HSK6,1
琢磨,zhuó mó,to carve and polish (jade),HSK6,1
着手,zhuó shǒu,to put one's hand to it,HSK6,1
着想,zhuó xiǎng,to give thought (to others),HSK6,1
着重,zhuó zhòng,put emphasis on,HSK6,1
卓越,zhuó yuè,outstanding,HSK6,1
资本,zī běn,capital (economics),HSK6,1
资产,zī chǎn,property,HSK6,1
资深,zī shēn,senior (in terms of depth of accumulated experience),HSK6,1
资助,zī zhù,to subsidize,HSK6,1
姿态,zī tài,attitude,HSK6,1
滋味,zī wèi,taste,HSK6,1
滋长,zī zhǎng,to grow (usually of abstract things),HSK6,1
子弹,zǐ dàn,bullet,HSK6,1
字母,zì mǔ,letter (of the alphabet),HSK6,1
自卑,zì bēi,feeling inferior,HSK6,1
自发,zì fā,spontaneous,HSK6,1
自力更生,zì lì gēng shēng,regeneration through one's own effort (idiom),HSK6,1
自满,zì mǎn,complacent,HSK6,1
自主,zì zhǔ,independent,HSK6,1
踪迹,zōng jì,tracks,HSK6,1
宗旨,zōng zhǐ,objective,HSK6,1
棕色,zōng sè,brown,HSK6,1
总而言之,zǒng ér yán zhī,in short,HSK6,1
总和,zǒng hé,sum,HSK6,1
纵横,zòng héng,lit. warp and weft in weaving; vertically and horizontal,HSK6,1
走廊,zǒu láng,corridor,HSK6,1
走漏,zǒu lòu,to leak (of information,HSK6,1
走私,zǒu sī,to smuggle,HSK6,1
揍,zòu,to beat up,HSK6,1
租赁,zū lìn,to rent,HSK6,1
足以,zú yǐ,sufficient to...,HSK6,1
组,zǔ,to form,HSK6,1
阻碍,zǔ ài,to obstruct,HSK6,1
阻拦,zǔ lán,to stop,HSK6,1
阻挠,zǔ náo,to thwart,HSK6,1
祖父,zǔ fù,father's father,HSK6,1
钻研,zuān yán,to study meticulously,HSK6,1
钻石,zuàn shí,diamond,HSK6,1
嘴唇,zuǐ chún,lip,HSK6,1
尊严,zūn yán,dignity,HSK6,1
遵循,zūn xún,to follow,HSK6,1
左右,zuǒ yòu,left and right,HSK6,1
做东,zuò dōng,to act as host,HSK6,1
做主,zuò zhǔ,make the decision,HSK6,1
座右铭,zuò yòu míng,motto,HSK6,1
作弊,zuò bì,to practice fraud,HSK6,1
作废,zuò fèi,to become invalid,HSK6,1
作风,zuò fēng,style,HSK6,1
作息,zuò xī,work and rest,HSK6,1
